tweet,label
i've pretty much eaten an entire box of my nephew's cheese nips i only feel bad a little,2
yaz bitch yaz,1
"@shxtwesleysays ""let me put my kids up in ya mouth bitch i'ma turn this shit into a foster home""",1
just bought @godsmackmusic new release and to all of you pussies whining about itstfu turnthatshituplouder godsmack,1
8220@sickwitit wish tonight was purge so i can get to hunting8221 shut yo hoe ass up,1
8220@mj2307 @1bcarter or he's eating it cuz he's with a women who just can't cook 8221then u gotta get rid of that hoe,1
@stayliftedd anxiety is a bitch,1
let a bitch say i got a small dick on god i'll whip that shit out and show everyone in the room what i got blessed,1
"dee gordon getting to ""he can fuck my bitch"" status with all these sbs",1
@bigfinehorseee damn rico ass hit that hoe on point,1
@therealalonig 10000 dinner dates with yo man bitch pow @karrueche,1
dutch farmers are white trash,0
if that's yo hoe that's my hoe 2,1
yo bitch look like a boogawolf,1
your leader rocks a fucking mo hawk and dances like a faggot from atl @houstonrockets,1
@seantheterrible i don't care how pretty you are if your personality is trash men are going to treat you accordingly that's not tru8230,2
i think you a fat bitch if i never see ya body on the tl and you got nothing but neck up avi's,1
somebody take these oreos away from me before i eat the whole pack,2
alcoholdrunk hoe 171@mrrude i miss187,1
@cxslug i never did those games but i was obsessed with angry birds which is why it took me so long to do ccs i was scared lol,2
@kellendaniel along with the french blue and buggs bunny viis and the oreo ivs @lajethrojenkins,2
told that hoe she special like the mcrib169 at mcdonalds,1
just trynna have a bad bitch come thru,1
this stank bitch steady calling i wonder how she get my number!,1
bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale,1
i need to re up on some hoes,1
@ericwithahotdad if you cant pass the asvab you might as well just go full retard,1
god dam man that freestyle is so retarded that its fumny af omg,1
@kxrxsxb superman man of steel emotions of bitch truestory,1
wait what in the mudda cunt hypocrisy,1
@hunterbuch66 @kiefferjason @sbsylvester my bitch doesn't even know you so wtf r u talking about nigga stop fucking dreaming,1
@scottyrackss my wifi stronger then half y'all hoes relationships lol,1
he called me just to say he was deleting my number bitch please,1
i gotta bottle of liq at the crib when i get off i'm hitting dat bitch bare the liq dat is!,1
8220@alaquannd woaaaahh that coat though lol8221nigga too warm in that hoe,1
"""@lolaaisdope lmao fucking snake bitches"" @ em",1
aghh! i took my 15minute break to relax for a bit not to here this bitch yellampcomplain!,1
8220@deuce1990 what will the lakers be after kobe8221 trash,2
bossd up on my old hoes,1
bet you ain't gone @ em tho @selfmadephat na why oomf just tweeted that amp she know ha pussy wack,1
bluesapphireearrings 18kyellowgoldclipondiamond alexandra earrings in emerald crystal on emma,2
@mgast faggot,1
i love the acoustic domes in the hallways favorite place to sing in public no lie,2
@fukkitsbrittney @austinbedsaul is so wise yet so young thank you for listening to me bitch,1
maybe i'm just some bitter ass nigguh like obito,1
5 @lovemedarlingg 10 how many hoes do you really have,1
8220@nerfgunirwin 8220@1dalerts just saw ashton hardly anyone cared waiting for harry 8221 wtf8221 bitch i'd be all up in ashton's grill you feel,1
@nyrkelsmads you never survive in da colored hood,2
@goosemon420er you were there bitch lol,1
i'm so mad cause hoes think it's funny,1
nd these hoes all kno i'm workin wit a 9 i ain't talking bout a gun i'm talking feel it in ya spine,1
i hate ghetto bitches with a passion,1
sings i killed that pussy she died with her eyes open!,1
@teapot stuff broke loose must not panic and share gif instead,2
who ever did the beat on that wayne by chief that bitch a banger @chiefkeef freewop freeslick,1
cocky bitches with front teeth that stick out from suckin they thumb lt,1
@traemartinez @atrlfan @chocolvte @baesuschrist @vikkinosecrets bitch you ugly as fuck are you a fuck tranny get alligator face as8230,1
that's your bitch why she acting like she need a man,1
@rihannahasaids if i got hoes @ one of my hoes if not shutup amp never say it again,1
"""when rappers say twat it makes me feel weird""",2
bitches always think somebody want them or they little coochie lol chilling dont exist nomore iont want yall hoes,1
@chriscurtis410 i agree the fat bitches the only girls left not gettin passed around,1
@santanadagreat i never understood that if u want a strap on just fck a nigga ! wtf bitch,1
@shanniganssss14 @emagsy21 i save my best material for wmhs games ya know jus rain down hell upon any bitches that get in your way today,1
@hxhsharingan666 did you make an animal cracker taco,2
@nicky0472 @rickahyatt @1visionamd who better 2 b the manchurian candidate think abt it we bitch abt his policy and he screams racism8230,1
8220@benkasso i'll beat the pussy up that's a hook right thur8221,1
@hermannyrblog he's am has no clue heeb,1
joe budden always flexin on average twitter niggas wit his pool parties n bitches the nigga can't compete wit otha rap niggas,1
@gladvillian u want me to make u one of my ghetto nunchucks they come in singles and doubleended,2
at least ima a faithful bitch,1
8220@rileyybryn 8220@devonsheaa i just want panda express8221 panera8221 big booty hoe,1
@iamtroyal5 @briscoefunnyguy @igotone @kaeejones naw he should drop that bitch off in south dallas with the rest of the homeless dogs,1
one time for the real niggas two times for the bad bitches,1
bahaha omg this bitch is crazyyy,1
@al woww now niggas can't hit u bitches line and ask what u doin nomo,1
"@omfgarsal hoes be like ""i'm a virgin""",1
i'll round up my hoes in a little bit,1
fuckkkk this faggot commie,1
drop dead gorgeous a bitch ain't dying for a nigga,1
@youngrecklesss ain't no money or no hoe in the world can spoil it mybrotherskeeper,1
the guys at la fitness are such fags,1
@starzz2929 i wanna be the reason u look down at your phone amp smile then a car run yo ass over hoe!,1
@justdoitslow on sale ass hoes,1
marilyn monroe set the standard for what hoes can achieve in society,1
freshmanadvice and if you ain't a hoe get up out my traphouseeeeeeee,1
8220@chrisbrazell fuck the girls peep how he change when a nigga squared up against him bitch ass,1
@hauntingilinsky @sorryimalex you actually think he'll do that lil bitch can't punch a potato,1
@swizzzy peeps are trash marsh mellows in general are trash,2
she sounded like a bird crowing,2
i got ass cheeks on my white tee all these hoes keep grindin on me,1
i'm jus a trill nicca mane,2
niggas trash af,1
@marshabitch don't start lil bitch,1
@chanelisabeth i'm subtweeting my sister hoe,1
@koedj i can't stand a stuck up bitch always got a attitude for no reason i don't know who hurt y'all but stay tf from round me 9996,1
chocolate cake is so trash,1
shut up birds it's bed time,2
im tough ambitious and i know exactly what i want if that makes me a bitch then okay,1
@amurda happy birthday bad bitch,1
@itsdavedude cant just tell me anything bitch im one click away from google at all times,1
henny cups on all that ice bitch i'm froze up,1
@ispeaksarcasms the nigga with no future always have the most hoes,1
that boy has always been a pussy never been a threat!,1
curly girls is where its at and you bitches need to get with it,1
hmu talmbout match but when i pull up its 30 other niccas wit ya,2
when ah rich nigga want ur bitch it's nothing u can do but hope she think about u on dem shopping sprees,1
@dannycavanaghavailable online soon i didn't have enough to get it after my anathema merch it's a cracker i need it can u,2
@budahound been popping all my life what's fame 2 me bitches been stalking all my life bitches ain't a thang 2 me,1
"this bitch said ""bookie spend the night with me for a week"" wait what you got me fucked up lol",1
"""@rachiesoul @dizzleofficial inna di ghetto!"" you alone lmaoo",2
@thtniggaxzavier couple a b's c's bad bitch double d's popping e's i don't give a f told you i'm a g,1
@sneakerluke @wojtata @mikeymikerowave @joecushkush poor 5sos has annoying ass cunts as fans they don't care about you at all you know,1
dress like you're gonna see that bitch you hate everyday,1
@linnlondon1 i want some clams on the half shell,2
but they only talk on twitter bc pussies in real life,1
"""@jewelxo can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @pornhub get on it katielt3",1
he could be right any hoe they had in the 11wd niggas from the hood ran thru em,1
"""@jgabsss stacey dash won baddest bitch evaaaa",0
i be out that bitch with the quickness,1
don't be surprised when i'm a bitch to you because you're always a dick towards me,1
sub tweeting and uoeno lol bitch,1
@laridodi seven grams in the blunt almost drowned in her pussy so i swam to her butt @tryhardsilva quote this with a weezy verse,1
@jameskirby @mflury30 back off ya queer bag,1
he does! lmao @breesindacut sean payton been had hoes @mrpoonsoaker lol,1
@maddieevaans u call ur bestie a bitch i'm guessing she's a dog that barks too much,1
@donle3ggg lol hell ya dey think a nicca down der roadrunnin,1
she be on some real shit n stay on some chill shit besides all my niccas the only one i can chill wit!,1
you know what fuck that bitch and you didnt react girl it's me and you,1
@fukkntyler nigga i talk shit period this ain't nun new white bitch we go threw this every damn day,1
so i've been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia,2
@nombrehere bad bitch htown keep it trill ya'll know ya'll can't fuck aroundddd,1
@zitlalyl it's okay chiquito i'm not in the ghetto anymore,2
fucking douche bro you're a fag,1
will hillary 8216dodobird8217 be dems 2016 candidate to take over obama's job as us prez dog via @worldnetdaily,2
"@bitchniggaalexx girls be 6'0 talking about ""catching feelings"" bitch you need to catch this td pass i'm about to throw you smh",1
she said she don't like the fact that i smoke cigarettes well sorry mrsladybitch i don't like the fact that you're a hoe,1
everyone liked evil me this me is a pussy fuck compassion,1
elizabeth is astupid hoe,0
cruise's recent comments make him a bigger douchebag than charlie sheen amp he didn't even have any 'tiger blood',1
@ortizjaylene then i'm a loud outgoing bitch lol,1
@gabrielaangela4 bitches be like fuck ponies but ponies ve like fuck bitches,1
@natalievasquez fucking hate ignorant ass bitches,1
@maricelabela stop being bitchy bitch,1
i think all y'all losing y'all niggas cuz the season changed y'all seasonal hoes,1
i ain't afraid to cut a bitch or open a package or somethin gangsta,1
@pinkkglock 8220@coledmarley these bitches marrying niggas who got life sentences in jail 8221 stupid,1
@imneverchillin i don't have no girlfriendside bitches main chick hoes i just got a ex i want back,1
@freemax skitdaddle wit that shit hoe,1
did you all hear this bundy redneck someone should show him how niggas play,1
so you still don't suck dick or eat pussy in 2014,1
@sbsylvester @kiefferjason @hunterbuch66 bitch that doesn't even make any sense bitch,1
@missunfoolish i don't fuck wit fake hoes all i touch is jlos,1
these peanut butter brownies bout to give me life too!,2
lmaooooo im outta here @da1eyecreep bobby shmurda looks like a negro league player,1
@heisnotallowed my boyfriend isn't allowed to give a girl his jacket that hoe knows damn well what channel the weather is on she cou8230,1
@realwalliewall sheet i can't do that too a cripple,1
@zitlalyl you don't know maybe some bitches like a man in a tutu,1
@rsberto dumb haitian fake black faggots go to haiti and neck yourself,0
@ratchetandsassy @ me hoe,1
"""@knightfanneal ucfpinkparty come on stay alive knights nation!"" this is still the early bird special comeatmeut",2
@justfemaie @cheatingadvice where the fuck were you this summer bitch,1
@tylercottam14 suge knight deserved to get shot that nigga had 2pac killed! fucksuge karma is a bitch!,1
"@airam12 i was like ""this bitch better chill"" oh hey maria",1
i always listen to ghetto ass rap when i get ready for football games,1
speaking of '09 that years pussy was phenomenal,1
i'm a vipperloid bitchp,1
@moenkiana fine walk bitch,1
@ititt @docrocktex26 doing nothing as an agenda unbelievable that the dems failed to use that against the teabaggers @africanprinces8230,2
@2necklaceez i'm in this bitch yaaa i do my thanggg,1
@sportscenter breaking louisville coach charlie strong is expected to accept texas job according to espn amp media reports 187,2
rams finna smack steven wackson bitch ass,1
@lvrking chris brown is trash,2
if you would have followed george washington in 1776 it means that you're white trash,0
@rocko4real is one of the rawest niccas doin dis shit!,1
"girls be tripping with that ""you got hoes"" shit i do know other girls that are my friends!",1
i got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl,1
up and let the heat pop bitch,1
"@terrorwatchusa i think its about whites trying to be the most blackish what we in socal call ""wiggers"" liberals democrats",2
@ripienaar fox news presenters mock female pilot who took part in campaign against isis wtf,2
@goldnsilvercoin this guys company had best year everunder obamaconservative teabaggers are scum,2
@lmao when i make the paper ball into the trash can,2
"i wish twitter had a ""stalk this bitch"" button",1
my sex game better than yo ex niggah,1
"i'm ""walk into my local convenience store amp the clerk says 'what up girl keystone is on sale yo!'"" white trash line forms to the right",1
@pellucidstyles they might be called 5 seconds of summer but their songs are 3 minutes of trash,2
@causewereguys life is a bitch and harsh enough guys need a girl that will make them feel better and help relieve some of the stress 8230,1
@fckwhatyathink @uceina shi8217now i don't wanna rant bc my first impression would be that i'm a such a bitch lmao,1
"@sportswithjohn dani alves uses his new gray hair to talk himself out of a yellow card telling the referee ""i am but a humble senior 8230",2
@patdollard fuckin muzzie cunts should all be deported savages,0
if you love somebody you can't cheat have hoes do certain shit cause them limits type shit,1
@moorehnter how to get bitches,1
@swankpatrone nonexistent hoes,1
miss ma niggah leo,1
@jaunthegoat it's your girls friends that you gotta watch out for those the bitches that be tryna encourage her to leave you,1
8220@kaitlinfryer big oleeeee middle finger bitch8221,1
bitches with kids are retarded,1
niccas use to be like you always tryn pull a finesseduh nicca i need mine,1
i don't glorify dis shit but bitch i am what i am and it is what it is!,1
bitches love beyonce,1
do these glasses make my cunt look fat,1
need some hispanic pussy,1
when the dude shoots his jiz in the bitches eye in silence of the lambs,1
got a red ass bitch wid a red ass pussayyy,1
@1sonofyahweh he aint a real nigger oh my bad a real nigga but praise the sonsof satan for having not a realnigger qualitaties im hating,1
this billy crystal tribute to derek jeter is crazy i hate the yankees but man derek jeter re2pect,2
@shoota1017 bitch was mad af,1
i wanna buy my bitch every bag,1
i just bitch slapped my brother,1
call me bitch @glitteredinpink,1
@mydickiscalled my dick is called batman because bitches love it when my dark knight rises,1
pnd is my jigga man,2
i should start wearing beanies more,2
sometime i wish i wasn't colored,1
@d41395 and i aint got time for bitches gotta keep my mind on my mothafuckin riches,1
' i guess a niggah just believe in ya that's proof for ya can name a lot of things any other man wont do for ya,1
eating brownies and then going to the gym idk,2
"""how about we draft all those gungho folks and send them to afghanistan or other war zones so they can show their",2
@chykalet if you're fucking your sons barber and you still gotta pay for the cutya pussy is wack!,1
@hoez4sale lmao they all trash before amp after,2
@dapoloking @vikkinosecrets hoes have no life,1
@noiseymusic no comparison the beatles are a bunch of cunts but the band that matters the most is the faces imo stones second,1
"@kannslac he said ""ready bitch okay"" lmfaoooooooo so done !",1
come out her pussy and go in her ass come out her ass and go in her mouth,1
@rnicbam you heard me letting people know you having relationship problems amp arguing on here that's what them hoes like so stop,1
"@dodgers ""gracias por jugar con el corazon ahora a ganarle a los yankees"" @tommylasorda",2
the emoji i use when i'm flirting wit bitches gt,1
@loldyrus it's retarded ignore the harlem shake fad and hope it goes away soon,2
these hoes a smash on one of yo niggas and be very proud,1
@msteffens32 @stonerboii2cold back in high school w one fuck these hoes now nigga lol thats what they for,1
a nicca is hungry as fuk!,1
@collegefession you are a bitch!,1
@cherrybbyxoxo if this bitch don't just go through the freaking packet,1
early bird gets the worm!,2
@lowkeystoner gay girls really do get more pussy than niggas,1
me and my homie @houhefner rockin that bitch all night meetushere now,1
8220@tamm @voiceofdstreetz cuz you a hoe lol8221 cuz you went on your lil rant on me man!,1
@kcarmouche how you real don't put no money on you nigga books but chu buy a bitch chanel just to hit the puss!,0
"@zannlxrd i hate when italian ppl say ""olive garden isnt real italian food"" fuck ur grandmas roasted casserole you bitch olive garden i8230",1
@lilduval a good woman comes around every 3 bitches a good man comes aroundwell u get the point,1
wh obama won8217t name holder8217s replacement until you rubes have already cast your midterm ballots hot air,2
"whenever i see a pic captioned ""soft ghetto"" i log off for 25 minutes",2
@fatguythe sings careless whisper to broken 7 year old flip flop on the way to the trash,2
i tell u this tho ifwhen u nigger women start getting cornrows againmannn just don't do it,1
@sportscenter for the last time the captain takes the field at yankee stadium,2
puig had zero lines and yet he's still going to fuck your bitch after that appearance,1
@sorryimalex idkmadz tbh i've seen you in recess at the monkey bars but i was too busy getting beat up lol ! we should talk more! rate 8230,1
everyone staring at me like whats this bitch doing here,1
bye bitch,1
' somebody come look at this niggah right here kevin hart voice lol,1
8220@garricka ima just block you hoes out!8221or block em either one lol,1
i hate people who talk loud ignorant ass mother fuckers and ghetto people,1
@lilybean1313 and i thought i had a problem! oreos,2
@skrabah don't my nigga me honkie,0
waddup bitch i gotta get tf outta this town tonite,1
lmfao @luvv55st eating pussy @danablack55st of what @creativeblair i really want my braces off it's in the way,1
seegt its a fine linegt killing faggots doesn't change the source of their creation which is stupid people overbreedinggt periodgt,0
@bidenshairplugs i'd like to issue a formal apology to israel for our piece of shit antisemitic president and his retarded secretary o8230,1
i had a dope ass parlay this week with san fran woulda won but them hoes ran back the pick 6 shit be rigged yo!,1
@svl305 @vjtechsupport @youngmcfly the real reason y she gave up rapping was because of me i called her trash to her face n asked for8230,2
@devontoppin2 fuck a bitch we never loved a thot,1
@zellgotdaloud bitch tryna get in for free promoting n shit lmaooo i see you in tha cut,1
seeing so many basic bitches rn,1
yas bitches yas,1
wait did @kidfivevibes take my brownies,2
@assjpg @bigbrotherleak pussies,1
@flyboysmooth man y'all hoes gotta chill with this going natural bullshit it's only a few who can actually pull it off but the rest 8230,1
"all i need is one i don't want ""the hoes """,1
@derekisnormal a bitch is wearing a scarf today! i loves me a scarf,1
my bitch from magic city she shaking ass amp titties,1
@breadtruckkbri denzy a hoe,1
oscar amp i used to make fun of chacowearing people together but now that they're on sale for 12 off this lil bitch wants some fake,1
8220@thadisreal ladies if a nigga always wanna go out and party every weekend he basically side hoe shopping8221,1
@wfantrades don't know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n8230,2
@adrian1knowsu @0124jessi lml se pasa de shunsha and no mi joda w ur bitch waaa,1
my mother raised a cunt lol,1
dont call me a nigguh unless u call me my nigguh,1
@rhythmixx @weyheymariam @jaymcnuggets that's how i drive you bitch,1
@achussle niggas love cuffing hoes then acting surprised when they turn out to be hoes,1
you think you're pussy is wet my kitten drowned two days ago,1
fuck her pussy fuck her mouth fuck her ass cause she nasty,1
if a spic ever talks to a white person and the white person kills them it's self defense,0
just straight ignorant bitches wheretheyheadsat,1
@mikediggem yo niggas would fuck with you broke or not if they really yo niggas you a bitch if you only fuck with yo niggs when they g8230,1
8220@dipexyrichn why that hoe crying in her mugshot8221 bruh,1
not going to put up a red equals sign on my facebook because i'm not a faggot but i'm all for marriage equality prop8,1
i just dodged a bullet from a crazy bitch,1
to be clear i don't think there's any chance krug leaves for russia but it's fun to mock the speculation,2
@beekayns alas i am proficient in neither my skills are limited to pointless stat memorization trash talk,2
8220@koleworld4 @whatevaittakes it's cute af bitch8221 i believe u! it's jus getting pass trusting u wit a needle to someone head,1
@radiomaru nerds are cool because they get really judgey about other nerds being passionate about things they aren't passionate abo,2
8220@jaykay239 this weather need to not flag today! we trying to 50 zip a bitch tonight8221 yessssirrrrr,1
@summerdawn1996 nudesaremylife omfg that's mine faggot,1
8220@jamal these hoes ain't loyal8221 no they ain't,1
i wanna try pot brownies,2
8220@kirstenkraft there isn't one song on blacc hollywood i dislike8221 except the song with nicki minaj because that triffling bitch sucks,1
republicans take massachusetts governorship coakley conceds gov race to charlie baker8230,2
bitch you better not disappoint me madonna and britney and xtima have @gwenstefani my new single babydontlie is coming monday!,1
get your weak ass juco highlights off twitter hoe,1
@kennywright @itsfrankybitch @yopapichulo so if your 17 and in high school you dont have your own house you fucking faggot,0
@autyaut i hate when people say you can't befriend a hoe how bitch how! 1 i'm only held accountable for my pussy 2 it's all about8230,1
"""just follow the yellow brick twitter""",2
"@leechee420 i went to gnc today and the cashier had ""bitch we don't sell chocolate cake here"" written all over her face when she looke8230",1
meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ fhc,2
mum told me about that guy from one direction puffin on the dutchy nd i was like so least the cunt isny a mad smackhead,1
@jazminesmazmine dykes aren't even human tbh like what empowered them to dress like a man but like bitches some alien shit,1
@taxstone y'all bitches sending inviatations to the wolves than get mad when they at ya door,1
@youknowmaxwell @ciscoallday name that hoe i'm 6'1 on my license tho,1
disturbing feeling pressure from isis fanboys al qaeda fanboys resort to celebrating 911 to reclaim their jihadi bona fides,2
@taecocky i have 0 hoes,1
country music and rap music both talk about the same basic shit repetitively carstrucks bitcheswomen beerdrugs guns lol,1
@getmeauxmoney 8220@ 8220@getmeauxmoney nobody cares about kirk bosley no8221i care bout my cousin hoe8221,1
@heydenbunsyolo @jordan536633 @birdlovin bitch no u not u look like a full breaded cracker,1
i loved her as much and as long as i could ma niggah,1
and ha bitch break down my weed sometimes,1
happy birthday to the biggest retard out there youre my favorite retard though @jennahnorberg happy birthday nigs,1
@catholicmomva @nealdewing that would cripple our military,2
and a hoe gon be a hoe regardless,1
u want a big titty'd hoedyke to wash ya rims lls @dickgregory i expect a chick at da bikini car wash to rid my rims of all brake dust!,1
this music is trash,2
@harmonlauren being a stupid bitch apparently,1
you like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique ayeeeee,1
"""@iampickuplines you can call me fireman cause i turn the hoes on""",1
@asiahh nah i replied to you like i did to literally everyone else who called it trash go and check if you don't believe me,2
man @fugazi3011 ducked me like a true hick would have split that white trash faggot lid,0
@sochittasal short bitches run sh!t,1
"""@bvsedchink yo fuck skateboarding all y'all some wood pushing faggots man ball is life @amjemiebenn",1
these girls eyebrows make them look like 2 hoes walking down fib,1
@nickstape15 dej loaf is trash pure trash,2
"@kylekallgren you know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""dogooder"" whiteknight",2
@mrcatloverx text me bitch,1
grandma's homemade potato soup an old fashioned simple chunky potato soup like grandma made wit,2
crystal star 8211 leggy and playful babe crystal star spreads her pussy for160you,1
got my shit changed doe find the pw now bitches ! haha,1
my bestfriend is the biggest bitch i know that's why we are best friends lol,1
@kathydoermer bitch please i'll go to windsor either way when i come up i can bring some also,1
trash both ways lol @agdacoroner bitch killed herselflook like bill maher with makeup on,1
@nofakingg somebody tell these broke bitches stay in they place yunstand,1
@glodupshawdy @manonthemoon @tonydennis @lilthickgawdess @childishcudl @ninathegoat @yungrape basic bitch comeback expected,1
it's a lot of fat bitches at this party i'm we at right now my outfit way too much fire to be at a function like this,1
@kiefferjason @cjanacek07 nigga stop being a bitch and come to the high school you already said yes,1
no one has even eaten a twinkie in like decades,2
@rvm3o bitch boy,1
@hoes scarlett johansson,1
@seymourblanco you were supposed to hang w me this week nigger,1
@spikedfins if you are nerd trash who likes to set things on fire sometimes,1
' august alsina deserved that my niggah,1
my mentions amp tl moving fast af sorry if i'm flooding yo shit i'm lowkey tryna get off this hoe for yall,1
chaber books bragadayjah 315 further restrictions on eating certain insects and birds,2
@brendacoyt3 @tonymartinezz15 9995 naw bruh member when you said that it was your snow and your bitches that's my cake,1
lil bitch thats down to make your bond aint got to tell her,1
@maniac3x i almost have enough rank to buy some stuff from the purple bitch what should i buy from the exotic guy,1
like hello my feet were clearly on the back of the desk bitch!,1
8220@idliketocare @idpetition wow putting a whole manifesto up using twitlonger and by a canadian hey hoserhow many will you adopt,1
@almightyalijah told yo bitch get on her knees i don't want no sex,1
the boy who shot albino deer,2
@schulzgrayson @dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,1
@bigdickdoane positive thoughts nig nog,1
all these hoes fucking but they don't want to seem like a hoe so you gotta hit em on the low,1
yeah i'm so annoying until you need somethingbitch fuckfriendzones i don't play that shit fuck with my heart and i'll make you wish,1
@shawnirwin9 good one fag boy,1
@bradleey same like bitch it's the struggles to use the stairs let ppl get on,1
"@rakwonogod bitches tweeting ""last night gtgt"" like they did something special except be hoes",1
@thecrownedhead bitch,1
it's 2014 and y'all niggas still fuckin with these hoes go get you a wife bruh wifingsquad2014,1
yo main bitch that's my side hoe !,1
the fuck mickey d's gave me some cookies in a big mac box!,1
ol heads always think a young nicca gon runoff wit they sacc,1
i be joked out at half the broads on here that brag about how good they pussyhead game is,1
@campkevin bitches be thinking they are soooo out here like no your just an everyday average instagram bitch,1
everytime i fuck i gotta hit me at least two bitches,1
@midniteboss if you snipe you're a fucking faggot i fucking hope all of you snipers get fucking raped and suffer from cancer,0
@jmuggaaa leezy got all the bitches,1
"""@heartlessfuck glad i'm getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em""",1
i got 7 a's amp a b on my progress report amp i still be touchin bands bitch get like me,1
my nephew keeps tryna kiss me and i'm like bitch you got zero followers dismiss yourself,1
i'm up and at it before the birds wake up so you can't tell me shit,1
@xdsmooth eat pickles hoe,1
@innocentmarina6 goes to yankee candle buys beer scented candle goes home lights it waits for a boyfriend,2
flappy bird stresses me out,2
iraq gov troops were handed a severe defeat by isis at saqlawiya there's chatter of over 300 soldiers lost amp jihadis raving about it,2
@jestonaelives burnt pussy lips,1
@sbsylvester @kiefferjason @hunterbuch66 bitch am speaking fucking english u fucking pecker wood,1
@gonewithkalijah she was always a pathetic mutt desperately seeking attention amp a purpose no matter what jp writes that will never change,2
"@fuktylar ""heard you was talkin trash like i wouldn't find out""",2
i dont got no type bad bitches is the only thang that i like! you aint got no life cups with the ice and we do this every night!,1
@angllee2500 ain't nobody offending u fuckin peckerwoods i despise of a no good white ungrateful honkey,1
@tommahoney91 what now bitch,1
they come to you out of the blue they make others see red and green with envy they aren't always black or white you're not yellow luckily,2
@sophiefairman1 trust no man fear no bitch wisewords,1
@kiefferjason @nathanndevlin @zachsmith98 bitch how tf am dumb your going off what someone else told you so u can shut that shit up,1
he trash in concert anyways @akelvoneal dude y'all fraud as hell if y'all go to jcole concert and you don't fw his music,1
@just2savage this height shit aint cute at all yall some dumb hoes going out in public looking like jack and the bean stalk,1
today is gameday! iubb i need iu to win so my jersey can arrive! hoosiernation hoosiers,2
lil wayne has fucked every bad bitch in the game,1
@yatchakhannah @aireekatk stop crying you pussy,1
@rhythmixx bitch please,1
hate when hoes try to lead u on naw like lil bitch im coool,1
i'm sorry but this makes me feel so free like a fucking majestic bird gotonelessproblemwithoutya,1
@drugsforsteph a loyal girl really truly does come with a smart mouth and arguments only a hoe will let you do as you please cause she8230,1
@bl0ndeb1tch love really is blind stupid cunt of a feeling,1
@niggie95 aka the lonely bitches,1
my main bitch and my side bitch mad at me i could give two fucks all i need is two cups,1
i hate when ppl break up a fight like idc if they best friends sisters whatever let them bitches fight ctfuu,1
8220@abigayvazquez @nicole214 @tonyjetsfoo yeah he lowkey loves me he knows he's ma nigga 8221we don't love these hoes,1
@mostsecretfacts twitter's home button is a birdhouse when you join you're an egg the logo is a bird most people don't realize this,2
"@misskaee ""@mrdavidross how do you cheat on this she's just like any other female with a pussy so who 8230",1
8220@ucfgawd crying over a guy on thanksgiving nah bitch pick your head up you making the turkey soggy8221 thanks a'shanni pats turkey dry,1
@audizzle quote of last night @ginagaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down,2
@guiltyzoe benzino bitch wasn't ready,1
"""@teejonez @kingcuh @16stanleys i'm not mad cuh hahaha"" suure tuku ho ita!",2
i don't understand why they mad at her making a track that spoke volumes about you muthafuckas all the hoe amp bitch tracks about females,1
@erudite1914 i'ma start a fuck buddies to save lives program lol match some dry bitter ass folks up wit some good dick or pussy,1
nobody likes bloody nips!,1
the x's and o's exes and hoes i exit and ghost,1
im allowed to trip on my bitch she cant trip on me tho,1
swear to god man niggas talk more than bitches these days,1
i love these stupid holiday commercials you thought you were going to get a car nope bitch you got an ugly ass sweater,1
@laurenjauregui ur so anal stfu for once u bitch,1
@macmiller liam gallagher came to see me perform tonight he said i was a mental cunt that's fucking amazing,1
@ivettebrianna fag,1
who fukn wit @rocko4real for real for real dat nicca be riding!,1
the south is full of white trash the midwest is full of white trash the west coast if full of white trash,0
my nigguh me naturally forever be fly!,1
@jimjefferies i'm never watching brave heart again! you cunts don't want freedom,1
watching richie rich! on tveven he wanted to kick it with the ghetto kids shows yuh how much money aint a thang!,2
@oskzilla fuck you fag!,0
if you a hoe ima treat you like one just like if you're a good girl ima treat you like one i don't discriminate,2
i really just wanna brake your fucking head in but i'll look like a bitch if hit you,1
@abartick the bitch in the purple shorts and aqua beats,1
@titan4ever2488 some mets fan tried telling me rivera isn't of the best yankees of all time because he is just a closer wtf,2
one hoe be fine as fuck and the other one be ugly than a bitch,1
i want a dyke clique,1
lmfao @rickiroma 8220shut up u slutty white hoe @thotcho didn8217t know the pats got destroyed tonight lmfaoooo8221,1
every spic cop should be killed those pigs only got their job to 'get even' but white people never did anything to them,0
egypt r the muzzie bros still running things @peterclifford1 @turtlewoman777 only a tad better certainly no respectors of dem though,2
"in the past week both paula dean and my uncle lost their jobs for saying ""nigger"" bullllllshiiiiitttt",1
